SalesDate,ProductKey,CustomerKey,StoreKey,Quantity,UnitPrice,Discount,TotalSales
2023-02-01,PROD0050,292,STORE0008,4,159.2,11.12,625.68
2023-03-01,PROD0033,249,STORE0003,8,168.52,43.42,1304.74
2023-04-01,PROD0029,293,STORE0005,8,452.79,38.28,3584.04
2023-05-01,PROD0020,38,STORE0004,8,156.56,10.81,1241.67
2023-06-01,PROD0024,205,STORE0010,3,219.37,7.77,650.34
2023-07-01,PROD0042,216,STORE0003,2,398.08,35.76,760.4
2023-08-01,PROD0035,271,STORE0004,7,172.78,1.93,1207.53
2023-09-01,PROD0016,162,STORE0009,7,60.57,38.01,385.98
2023-10-01,PROD0034,240,STORE0001,8,451.39,46.35,3564.77
2023-11-01,PROD0019,252,STORE0001,2,146.76,36.37,257.15
2023-12-01,PROD0016,273,STORE0010,6,401.9,9.53,2401.87
2024-01-01,PROD0024,23,STORE0002,3,343.18,48.85,980.69
2024-02-01,PROD0045,70,STORE0006,4,265.11,39.27,1021.17
2024-03-01,PROD0027,288,STORE0009,7,157.55,3.94,1098.91
2024-04-01,PROD0016,214,STORE0006,8,149.36,45.13,1149.75
2024-05-01,PROD0035,258,STORE0007,5,191.9,16.53,942.97
2024-06-01,PROD0036,56,STORE0002,7,366.79,5.51,2562.02
2024-07-01,PROD0005,15,STORE0008,2,294.61,28.42,560.8
2024-08-01,PROD0009,260,STORE0003,9,473.58,41.32,4220.9
2024-09-01,PROD0048,278,STORE0007,6,387.17,41.27,2281.75
2024-10-01,PROD0030,98,STORE0009,4,341.94,32.16,1335.6
2024-11-01,PROD0009,111,STORE0007,5,408.89,24.48,2019.97
2024-12-01,PROD0004,216,STORE0009,6,410.29,37.09,2424.65
2023-01-01,PROD0043,44,STORE0009,2,108.14,2.62,213.66
2023-02-01,PROD0050,86,STORE0003,8,220.6,2.26,1762.54
2023-03-01,PROD0037,149,STORE0008,2,125.26,39.69,210.83
2023-04-01,PROD0017,49,STORE0001,2,374.42,26.6,722.24
2023-05-01,PROD0001,298,STORE0002,2,299.58,33.16,566.0
2023-06-01,PROD0039,288,STORE0005,5,429.7,13.42,2135.08
2023-07-01,PROD0002,162,STORE0008,9,188.23,39.07,1655.0
2023-08-01,PROD0013,230,STORE0002,5,281.99,32.28,1377.67
2023-09-01,PROD0039,214,STORE0010,8,329.46,43.03,2592.65
2023-10-01,PROD0002,111,STORE0003,8,118.27,44.45,901.71
2023-11-01,PROD0037,38,STORE0009,3,45.52,33.81,102.75
2023-12-01,PROD0044,118,STORE0004,9,163.63,34.26,1438.41
2024-01-01,PROD0038,109,STORE0008,6,476.72,10.84,2849.48
2024-02-01,PROD0012,13,STORE0005,5,396.15,3.85,1976.9
2024-03-01,PROD0039,208,STORE0006,7,267.67,33.54,1840.15
2024-04-01,PROD0037,184,STORE0009,6,403.99,9.12,2414.82
2024-05-01,PROD0015,24,STORE0004,4,312.87,24.99,1226.49
2024-06-01,PROD0021,98,STORE0001,2,487.64,43.89,931.39
2024-07-01,PROD0038,152,STORE0002,2,35.18,37.91,32.45
2024-08-01,PROD0012,99,STORE0006,2,182.45,28.39,336.51
2024-09-01,PROD0003,250,STORE0009,4,433.21,33.32,1699.52
2024-10-01,PROD0017,250,STORE0001,6,270.89,25.2,1600.14
2024-11-01,PROD0003,255,STORE0008,3,225.65,9.18,667.77
2024-12-01,PROD0027,192,STORE0006,5,164.99,33.04,791.91
2023-01-01,PROD0036,186,STORE0005,3,207.45,20.78,601.57
2023-02-01,PROD0050,240,STORE0005,7,175.16,19.28,1206.84
2023-03-01,PROD0043,203,STORE0002,7,293.77,48.58,2007.81
2023-04-01,PROD0015,57,STORE0002,1,37.69,47.73,-10.04
2023-05-01,PROD0007,12,STORE0010,4,199.23,40.78,756.14
2023-06-01,PROD0012,24,STORE0009,4,85.1,37.49,302.91
2023-07-01,PROD0024,298,STORE0007,1,78.98,8.65,70.33
2023-08-01,PROD0001,278,STORE0005,1,479.1,39.49,439.61
2023-09-01,PROD0027,5,STORE0004,9,418.19,31.11,3732.6
2023-10-01,PROD0018,103,STORE0001,1,132.01,44.34,87.67
2023-11-01,PROD0007,164,STORE0002,9,21.68,7.15,187.97
2023-12-01,PROD0044,265,STORE0010,1,41.74,49.01,-7.27
2024-01-01,PROD0039,117,STORE0009,5,246.19,49.98,1180.97
2024-02-01,PROD0008,63,STORE0006,9,353.77,17.99,3165.94
2024-03-01,PROD0023,106,STORE0006,7,319.03,36.59,2196.62
2024-04-01,PROD0040,264,STORE0002,9,403.89,32.46,3602.55
2024-05-01,PROD0014,186,STORE0002,3,90.85,37.13,235.42
2024-06-01,PROD0033,105,STORE0008,9,363.72,31.5,3241.98
2024-07-01,PROD0047,85,STORE0004,6,23.27,8.31,131.31
2024-08-01,PROD0031,86,STORE0008,7,345.33,25.84,2391.47
2024-09-01,PROD0033,195,STORE0010,1,169.22,0.31,168.91
2024-10-01,PROD0026,257,STORE0009,3,322.85,20.8,947.75
2024-11-01,PROD0014,214,STORE0007,8,135.56,31.92,1052.56
2024-12-01,PROD0045,286,STORE0003,6,353.8,16.22,2106.58
2023-01-01,PROD0010,49,STORE0009,5,241.75,37.79,1170.96
2023-02-01,PROD0027,30,STORE0005,6,384.25,19.17,2286.33
2023-03-01,PROD0014,190,STORE0004,3,203.62,37.16,573.7
2023-04-01,PROD0024,199,STORE0006,5,339.3,14.33,1682.17
2023-05-01,PROD0049,20,STORE0005,4,264.85,1.66,1057.74
2023-06-01,PROD0009,111,STORE0002,6,88.29,1.15,528.59
2023-07-01,PROD0030,276,STORE0007,6,473.85,4.71,2838.39
2023-08-01,PROD0011,243,STORE0002,7,445.71,17.96,3102.01
2023-09-01,PROD0033,130,STORE0010,7,204.92,16.57,1417.87
2023-10-01,PROD0039,55,STORE0004,7,43.94,19.51,288.07
2023-11-01,PROD0044,25,STORE0006,9,423.23,2.05,3807.02
2023-12-01,PROD0021,121,STORE0003,2,498.98,22.91,975.05
2024-01-01,PROD0001,137,STORE0006,8,202.53,41.14,1579.1
2024-02-01,PROD0048,47,STORE0007,3,280.38,28.9,812.24
2024-03-01,PROD0021,25,STORE0010,5,310.68,9.36,1544.04
2024-04-01,PROD0006,15,STORE0009,2,195.19,30.81,359.57
2024-05-01,PROD0048,135,STORE0001,1,412.64,39.35,373.29
2024-06-01,PROD0049,282,STORE0010,2,225.33,18.59,432.07
2024-07-01,PROD0037,85,STORE0001,2,73.09,31.48,114.7
2024-08-01,PROD0013,176,STORE0008,2,456.3,28.95,883.65
2024-09-01,PROD0027,238,STORE0009,1,342.46,41.43,301.03
2024-10-01,PROD0013,34,STORE0001,3,400.0,45.79,1154.21
2024-11-01,PROD0048,40,STORE0010,7,215.86,5.83,1505.19
2024-12-01,PROD0015,105,STORE0002,9,301.02,37.35,2671.83
2023-01-01,PROD0050,163,STORE0010,2,342.0,22.58,661.42
2023-02-01,PROD0047,270,STORE0009,5,412.57,37.68,2025.17
2023-03-01,PROD0003,95,STORE0003,4,26.19,27.88,76.88
2023-04-01,PROD0018,122,STORE0002,5,420.99,37.87,2067.08
2023-05-01,PROD0023,50,STORE0007,3,452.66,30.33,1327.65
2023-06-01,PROD0017,156,STORE0007,8,452.08,27.75,3588.89
2023-07-01,PROD0027,101,STORE0005,4,348.63,1.41,1393.11
2023-08-01,PROD0015,78,STORE0008,1,28.94,14.52,14.42
2023-09-01,PROD0013,281,STORE0009,5,298.73,44.45,1449.2
2023-10-01,PROD0013,18,STORE0006,1,313.22,0.97,312.25
2023-11-01,PROD0003,277,STORE0007,8,300.69,14.82,2390.7
2023-12-01,PROD0026,127,STORE0006,6,311.31,17.98,1849.88
2024-01-01,PROD0025,262,STORE0002,6,164.12,15.33,969.39
2024-02-01,PROD0002,92,STORE0008,5,96.77,6.42,477.43
2024-03-01,PROD0046,134,STORE0008,5,468.69,44.62,2298.83
2024-04-01,PROD0007,94,STORE0006,6,375.77,36.41,2218.21
2024-05-01,PROD0009,10,STORE0008,6,446.48,17.94,2660.94
2024-06-01,PROD0031,97,STORE0009,1,308.1,13.9,294.2
2024-07-01,PROD0035,275,STORE0006,1,463.24,33.45,429.79
2024-08-01,PROD0020,246,STORE0001,9,261.79,3.81,2352.3
2024-09-01,PROD0043,199,STORE0003,7,122.23,32.78,822.83
2024-10-01,PROD0028,18,STORE0008,7,288.72,41.23,1979.81
2024-11-01,PROD0021,8,STORE0005,9,421.4,44.27,3748.33
2024-12-01,PROD0034,272,STORE0004,5,48.08,12.39,228.01
2023-01-01,PROD0010,68,STORE0008,8,451.11,14.49,3594.39
2023-02-01,PROD0025,50,STORE0004,8,479.3,17.32,3817.08
2023-03-01,PROD0015,286,STORE0005,3,44.46,4.71,128.67
2023-04-01,PROD0009,55,STORE0006,6,324.68,49.2,1898.88
2023-05-01,PROD0022,71,STORE0007,2,402.48,12.08,792.88
2023-06-01,PROD0033,10,STORE0009,6,338.91,20.24,2013.22
2023-07-01,PROD0024,180,STORE0010,2,391.24,47.93,734.55
2023-08-01,PROD0030,199,STORE0003,8,137.2,27.86,1069.74
2023-09-01,PROD0009,245,STORE0007,1,42.38,5.67,36.71
2023-10-01,PROD0009,131,STORE0005,4,102.05,14.11,394.09
2023-11-01,PROD0031,298,STORE0002,2,124.44,37.49,211.39
2023-12-01,PROD0033,237,STORE0004,2,121.38,46.92,195.84
2024-01-01,PROD0018,75,STORE0003,8,328.96,10.48,2621.2
2024-02-01,PROD0020,185,STORE0001,7,484.97,23.19,3371.6
2024-03-01,PROD0029,126,STORE0002,5,118.55,18.95,573.8
2024-04-01,PROD0049,12,STORE0008,2,334.53,34.08,634.98
2024-05-01,PROD0031,243,STORE0010,3,478.81,33.13,1403.3
2024-06-01,PROD0025,86,STORE0004,3,343.83,47.01,984.48
2024-07-01,PROD0032,137,STORE0002,6,367.99,15.46,2192.48
2024-08-01,PROD0036,298,STORE0006,2,171.73,16.01,327.45
2024-09-01,PROD0026,215,STORE0010,3,299.26,48.03,849.75
2024-10-01,PROD0042,283,STORE0002,6,465.81,43.49,2751.37
2024-11-01,PROD0022,175,STORE0004,6,76.15,41.24,415.66
2024-12-01,PROD0046,74,STORE0006,4,250.22,49.65,951.23
2023-01-01,PROD0050,123,STORE0005,6,181.13,45.86,1040.92
2023-02-01,PROD0027,265,STORE0007,1,166.66,30.28,136.38
2023-03-01,PROD0038,53,STORE0008,1,161.6,28.26,133.34
2023-04-01,PROD0025,189,STORE0003,7,491.62,16.33,3425.01
2023-05-01,PROD0017,281,STORE0010,1,434.96,6.41,428.55
2023-06-01,PROD0031,154,STORE0003,4,351.7,27.17,1379.63
2023-07-01,PROD0002,104,STORE0008,3,147.85,34.9,408.65
2023-08-01,PROD0014,168,STORE0006,4,293.79,31.92,1143.24
2023-09-01,PROD0037,240,STORE0009,8,185.32,21.72,1460.84
2023-10-01,PROD0011,107,STORE0010,3,75.42,37.0,189.26
2023-11-01,PROD0044,48,STORE0001,3,136.1,31.78,376.52
2023-12-01,PROD0027,168,STORE0003,5,441.86,11.54,2197.76
2024-01-01,PROD0045,210,STORE0005,3,108.15,39.09,285.36
2024-02-01,PROD0025,93,STORE0004,1,20.77,37.29,-16.52
2024-03-01,PROD0048,61,STORE0004,1,168.2,28.3,139.9
2024-04-01,PROD0041,183,STORE0002,9,203.95,41.92,1793.63
2024-05-01,PROD0044,219,STORE0010,2,402.9,15.82,789.98
2024-06-01,PROD0005,87,STORE0008,7,158.45,43.99,1065.16
2024-07-01,PROD0045,183,STORE0004,4,30.81,0.57,122.67
2024-08-01,PROD0034,279,STORE0009,2,300.94,12.48,589.4
2024-09-01,PROD0046,48,STORE0003,1,123.06,29.89,93.17
2024-10-01,PROD0046,279,STORE0003,5,327.51,1.58,1635.97
2024-11-01,PROD0007,284,STORE0005,6,82.31,49.34,444.52
2024-12-01,PROD0017,30,STORE0002,4,286.53,36.36,1109.76
2023-01-01,PROD0028,235,STORE0008,3,428.05,45.33,1238.82
2023-02-01,PROD0011,104,STORE0002,9,102.37,3.39,917.94
2023-03-01,PROD0033,105,STORE0008,2,77.73,26.65,128.81
2023-04-01,PROD0019,18,STORE0002,1,97.85,7.41,90.44
2023-05-01,PROD0010,72,STORE0003,3,295.87,19.31,868.3
2023-06-01,PROD0030,277,STORE0010,5,172.76,33.58,830.22
2023-07-01,PROD0007,191,STORE0001,4,227.85,36.84,874.56
2023-08-01,PROD0001,195,STORE0002,2,398.34,0.29,796.39
2023-09-01,PROD0033,128,STORE0001,1,335.61,45.37,290.24
2023-10-01,PROD0006,268,STORE0001,5,75.92,0.23,379.37
2023-11-01,PROD0024,202,STORE0002,4,127.26,34.06,474.98
2023-12-01,PROD0008,255,STORE0007,8,466.42,48.84,3682.52
2024-01-01,PROD0007,99,STORE0005,2,91.56,23.09,160.03
2024-02-01,PROD0035,172,STORE0009,4,324.77,8.08,1291.0
2024-03-01,PROD0031,115,STORE0010,2,130.93,28.14,233.72
2024-04-01,PROD0048,114,STORE0009,4,81.54,30.8,295.36
2024-05-01,PROD0025,187,STORE0010,9,51.03,33.27,426.0
2024-06-01,PROD0027,89,STORE0003,7,52.93,4.12,366.39
2024-07-01,PROD0024,31,STORE0009,5,27.28,39.14,97.26
2024-08-01,PROD0024,24,STORE0003,5,99.47,0.06,497.29
2024-09-01,PROD0023,76,STORE0002,6,388.53,25.78,2305.4
2024-10-01,PROD0017,30,STORE0002,1,385.98,13.76,372.22
2024-11-01,PROD0044,39,STORE0001,8,446.67,21.96,3551.4
2024-12-01,PROD0039,56,STORE0004,9,218.25,42.88,1921.37
2023-01-01,PROD0012,77,STORE0008,4,93.27,49.22,323.86
2023-02-01,PROD0013,299,STORE0010,2,441.47,20.17,862.77
2023-03-01,PROD0005,202,STORE0009,2,98.64,25.36,171.92
2023-04-01,PROD0025,203,STORE0001,5,412.45,22.74,2039.51
2023-05-01,PROD0022,114,STORE0003,5,202.75,0.5,1013.25
2023-06-01,PROD0033,180,STORE0008,6,255.82,14.57,1520.35
2023-07-01,PROD0030,84,STORE0002,6,154.47,31.63,895.19
2023-08-01,PROD0020,36,STORE0003,5,381.84,12.26,1896.94
2023-09-01,PROD0026,15,STORE0007,1,439.6,8.77,430.83
2023-10-01,PROD0005,241,STORE0001,2,23.92,44.01,3.83
2023-11-01,PROD0012,120,STORE0008,3,254.16,12.05,750.43
2023-12-01,PROD0023,48,STORE0005,3,396.13,38.64,1149.75
2024-01-01,PROD0026,183,STORE0003,6,481.42,23.31,2865.21
2024-02-01,PROD0045,134,STORE0010,1,70.5,26.22,44.28
2024-03-01,PROD0030,199,STORE0009,7,177.44,13.42,1228.66
2024-04-01,PROD0012,61,STORE0001,2,114.3,49.78,178.82
2024-05-01,PROD0032,84,STORE0005,9,274.69,45.01,2427.2
2024-06-01,PROD0006,279,STORE0002,4,122.97,41.92,449.96
2024-07-01,PROD0048,149,STORE0002,7,463.43,7.71,3236.3
2024-08-01,PROD0019,46,STORE0004,5,360.93,20.57,1784.08
2024-09-01,PROD0026,187,STORE0009,2,196.81,36.52,357.1
2024-10-01,PROD0022,81,STORE0003,3,72.87,8.28,210.33
2024-11-01,PROD0041,68,STORE0003,5,339.61,23.93,1674.12
2024-12-01,PROD0045,300,STORE0005,6,66.61,19.69,379.97
2023-01-01,PROD0048,135,STORE0004,5,274.48,40.86,1331.54
2023-02-01,PROD0026,56,STORE0002,1,25.48,18.96,6.52
2023-03-01,PROD0036,251,STORE0002,3,161.24,32.66,451.06
2023-04-01,PROD0026,72,STORE0005,2,185.94,30.3,341.58
2023-05-01,PROD0010,129,STORE0006,9,331.21,5.09,2975.8
2023-06-01,PROD0019,39,STORE0010,7,459.28,6.65,3208.31
2023-07-01,PROD0047,236,STORE0006,8,150.66,41.38,1163.9
2023-08-01,PROD0036,108,STORE0009,9,452.22,43.97,4026.01
2023-09-01,PROD0023,16,STORE0008,7,123.91,3.17,864.2
2023-10-01,PROD0020,128,STORE0006,6,408.11,43.84,2404.82
2023-11-01,PROD0002,218,STORE0008,3,383.42,28.3,1121.96
2023-12-01,PROD0013,266,STORE0006,6,410.34,14.14,2447.9
2024-01-01,PROD0001,250,STORE0006,9,174.64,44.92,1526.84
2024-02-01,PROD0031,172,STORE0001,2,138.6,15.25,261.95
2024-03-01,PROD0001,13,STORE0009,6,318.05,16.47,1891.83
2024-04-01,PROD0027,169,STORE0005,2,369.35,43.77,694.93
2024-05-01,PROD0035,160,STORE0010,7,91.69,34.03,607.8
2024-06-01,PROD0024,230,STORE0004,9,398.99,14.08,3576.83
2024-07-01,PROD0017,218,STORE0002,4,385.06,32.66,1507.58
2024-08-01,PROD0007,50,STORE0009,5,70.12,7.26,343.34
2024-09-01,PROD0011,199,STORE0007,9,467.15,42.0,4162.35
2024-10-01,PROD0039,90,STORE0006,9,124.86,7.39,1116.35
2024-11-01,PROD0005,68,STORE0004,8,35.41,8.33,274.95
2024-12-01,PROD0006,227,STORE0006,8,300.08,2.15,2398.49
2023-01-01,PROD0038,233,STORE0003,3,185.82,34.1,523.36
2023-02-01,PROD0006,46,STORE0004,9,321.38,5.43,2886.99
2023-03-01,PROD0029,78,STORE0001,7,183.62,49.99,1235.35
2023-04-01,PROD0044,142,STORE0009,2,452.73,31.19,874.27
2023-05-01,PROD0002,9,STORE0002,4,349.52,44.87,1353.21
2023-06-01,PROD0017,34,STORE0004,7,356.57,1.58,2494.41
2023-07-01,PROD0028,201,STORE0002,6,452.25,34.77,2678.73
2023-08-01,PROD0049,194,STORE0010,8,492.64,30.51,3910.61
2023-09-01,PROD0010,113,STORE0003,8,316.99,25.48,2510.44
2023-10-01,PROD0008,244,STORE0001,7,54.3,24.48,355.62
2023-11-01,PROD0038,211,STORE0001,3,217.08,17.53,633.71
2023-12-01,PROD0049,172,STORE0002,6,113.7,41.77,640.43
2024-01-01,PROD0036,277,STORE0007,3,498.27,13.75,1481.06
2024-02-01,PROD0007,3,STORE0001,9,241.98,0.22,2177.6
2024-03-01,PROD0045,151,STORE0004,4,213.38,42.15,811.37
2024-04-01,PROD0019,220,STORE0001,2,392.02,42.99,741.05
2024-05-01,PROD0018,214,STORE0004,2,195.19,9.84,380.54
2024-06-01,PROD0014,254,STORE0008,9,250.79,3.07,2254.04
2024-07-01,PROD0019,175,STORE0001,1,41.75,7.67,34.08
2024-08-01,PROD0019,165,STORE0002,4,460.52,34.1,1807.98
2024-09-01,PROD0029,61,STORE0009,4,289.87,32.03,1127.45
2024-10-01,PROD0033,162,STORE0010,5,26.22,24.35,106.75
2024-11-01,PROD0026,209,STORE0003,6,141.93,22.64,828.94
2024-12-01,PROD0032,247,STORE0008,9,176.77,47.16,1543.77
2023-01-01,PROD0030,30,STORE0009,3,339.77,24.52,994.79
2023-02-01,PROD0002,18,STORE0001,7,476.47,8.18,3327.11
2023-03-01,PROD0048,251,STORE0004,6,51.8,11.99,298.81
2023-04-01,PROD0003,105,STORE0007,3,130.64,43.24,348.68
2023-05-01,PROD0014,197,STORE0006,4,436.7,29.98,1716.82
2023-06-01,PROD0010,18,STORE0007,2,372.4,40.13,704.67
2023-07-01,PROD0037,59,STORE0008,1,162.17,4.37,157.8
2023-08-01,PROD0015,232,STORE0008,1,442.04,24.23,417.81
2023-09-01,PROD0020,247,STORE0007,9,150.41,27.86,1325.83
2023-10-01,PROD0001,26,STORE0008,8,77.92,19.66,603.7
2023-11-01,PROD0028,154,STORE0009,7,80.34,29.3,533.08
2023-12-01,PROD0006,281,STORE0008,1,220.63,36.49,184.14
2024-01-01,PROD0011,128,STORE0009,7,227.87,31.52,1563.57
2024-02-01,PROD0036,69,STORE0009,6,499.77,40.17,2958.45
2024-03-01,PROD0038,273,STORE0003,4,247.59,5.43,984.93
2024-04-01,PROD0042,190,STORE0007,7,320.23,34.31,2207.3
2024-05-01,PROD0037,190,STORE0008,3,343.21,23.33,1006.3
2024-06-01,PROD0034,263,STORE0010,4,185.38,8.7,732.82
2024-07-01,PROD0026,80,STORE0002,1,299.38,0.72,298.66
2024-08-01,PROD0011,23,STORE0003,2,92.14,34.18,150.1
2024-09-01,PROD0005,133,STORE0009,1,243.25,3.51,239.74
2024-10-01,PROD0044,180,STORE0009,2,141.42,32.9,249.94
2024-11-01,PROD0001,228,STORE0007,1,240.25,15.6,224.65
2024-12-01,PROD0039,297,STORE0006,8,493.76,48.79,3901.29
2023-01-01,PROD0017,65,STORE0006,6,185.53,48.44,1064.74
2023-02-01,PROD0011,58,STORE0004,9,20.93,33.38,154.99
2023-03-01,PROD0011,212,STORE0009,4,89.42,19.43,338.25
2023-04-01,PROD0020,224,STORE0010,6,357.19,24.44,2118.7
2023-05-01,PROD0027,228,STORE0009,3,83.19,25.16,224.41
2023-06-01,PROD0018,212,STORE0003,6,251.73,38.25,1472.13
2023-07-01,PROD0045,107,STORE0004,5,447.88,22.88,2216.52
2023-08-01,PROD0046,79,STORE0003,7,67.77,18.85,455.54
2023-09-01,PROD0019,122,STORE0005,2,228.31,21.72,434.9
2023-10-01,PROD0049,138,STORE0009,3,370.33,40.82,1070.17
2023-11-01,PROD0037,16,STORE0001,3,136.01,11.63,396.4
2023-12-01,PROD0030,28,STORE0005,8,259.17,40.56,2032.8
2024-01-01,PROD0028,99,STORE0009,4,337.3,40.18,1309.02
2024-02-01,PROD0039,28,STORE0009,3,274.29,38.8,784.07
2024-03-01,PROD0013,233,STORE0006,5,278.06,49.63,1340.67
2024-04-01,PROD0027,42,STORE0003,7,97.71,46.25,637.72
2024-05-01,PROD0015,115,STORE0010,5,47.08,11.64,223.76
2024-06-01,PROD0040,39,STORE0003,4,102.03,18.61,389.51
2024-07-01,PROD0039,185,STORE0007,4,212.3,47.4,801.8
2024-08-01,PROD0039,140,STORE0002,9,252.52,26.15,2246.53
2024-09-01,PROD0037,208,STORE0005,4,306.86,40.96,1186.48
2024-10-01,PROD0042,136,STORE0009,2,216.97,27.08,406.86
2024-11-01,PROD0005,201,STORE0005,7,377.56,43.74,2599.18
2024-12-01,PROD0017,223,STORE0001,5,216.13,40.21,1040.44
2023-01-01,PROD0023,249,STORE0008,9,115.86,26.21,1016.53
2023-02-01,PROD0006,108,STORE0010,4,459.11,42.31,1794.13
2023-03-01,PROD0006,273,STORE0010,8,149.21,30.82,1162.86
2023-04-01,PROD0001,112,STORE0008,7,42.1,13.27,281.43
2023-05-01,PROD0010,129,STORE0001,1,455.3,0.69,454.61
2023-06-01,PROD0019,236,STORE0006,3,395.33,44.57,1141.42
2023-07-01,PROD0031,185,STORE0003,6,132.46,37.47,757.29
2023-08-01,PROD0022,274,STORE0005,1,182.51,42.17,140.34
2023-09-01,PROD0015,185,STORE0006,9,199.03,0.68,1790.59
2023-10-01,PROD0019,278,STORE0002,1,210.19,36.99,173.2
2023-11-01,PROD0037,18,STORE0010,8,277.35,38.56,2180.24
2023-12-01,PROD0048,127,STORE0009,7,266.59,18.48,1847.65
2024-01-01,PROD0022,293,STORE0010,1,337.43,6.3,331.13
2024-02-01,PROD0035,269,STORE0002,5,50.13,33.21,217.44
2024-03-01,PROD0032,203,STORE0004,8,81.7,48.23,605.37
2024-04-01,PROD0016,241,STORE0008,9,460.36,7.62,4135.62
2024-05-01,PROD0043,185,STORE0008,8,497.23,18.76,3959.08
2024-06-01,PROD0047,189,STORE0008,5,30.23,23.62,127.53
2024-07-01,PROD0031,1,STORE0003,8,64.93,11.53,507.91
2024-08-01,PROD0033,240,STORE0006,4,358.54,30.63,1403.53
2024-09-01,PROD0014,204,STORE0008,1,96.1,13.9,82.2
2024-10-01,PROD0049,165,STORE0009,7,54.18,49.69,329.57
2024-11-01,PROD0044,274,STORE0001,5,75.93,8.85,370.8
2024-12-01,PROD0048,8,STORE0008,3,401.94,27.89,1177.93
2023-01-01,PROD0028,28,STORE0002,3,372.18,9.6,1106.94
2023-02-01,PROD0002,229,STORE0008,4,189.93,16.09,743.63
2023-03-01,PROD0009,249,STORE0008,5,182.94,41.21,873.49
2023-04-01,PROD0022,196,STORE0006,2,186.09,22.38,349.8
2023-05-01,PROD0048,21,STORE0005,4,399.28,45.21,1551.91
2023-06-01,PROD0031,291,STORE0004,3,53.81,19.58,141.85
2023-07-01,PROD0040,29,STORE0006,5,387.39,33.62,1903.33
2023-08-01,PROD0010,287,STORE0010,4,263.3,2.44,1050.76
2023-09-01,PROD0048,111,STORE0010,7,128.16,21.3,875.82
2023-10-01,PROD0007,17,STORE0008,7,80.48,16.29,547.07
2023-11-01,PROD0049,257,STORE0002,2,59.07,5.68,112.46
2023-12-01,PROD0004,240,STORE0005,1,408.9,2.86,406.04
2024-01-01,PROD0007,295,STORE0010,8,25.95,9.15,198.45
2024-02-01,PROD0005,194,STORE0003,3,144.37,8.25,424.86
2024-03-01,PROD0047,4,STORE0002,8,69.72,3.6,554.16
2024-04-01,PROD0036,78,STORE0004,5,103.01,47.15,467.9
2024-05-01,PROD0013,74,STORE0007,9,305.25,47.59,2699.66
2024-06-01,PROD0039,144,STORE0010,1,430.45,10.79,419.66
2024-07-01,PROD0050,262,STORE0010,2,447.23,16.17,878.29
2024-08-01,PROD0028,238,STORE0007,6,320.42,39.5,1883.02
2024-09-01,PROD0031,281,STORE0001,5,243.99,48.95,1171.0
2024-10-01,PROD0003,241,STORE0003,3,393.67,15.27,1165.74
2024-11-01,PROD0018,199,STORE0005,6,141.54,18.33,830.91
2024-12-01,PROD0019,183,STORE0007,6,114.78,20.34,668.34
2023-01-01,PROD0025,270,STORE0009,6,155.81,3.13,931.73
2023-02-01,PROD0008,15,STORE0003,6,181.39,10.32,1078.02
2023-03-01,PROD0048,10,STORE0004,4,196.0,48.27,735.73
2023-04-01,PROD0001,169,STORE0006,1,208.26,11.79,196.47
2023-05-01,PROD0033,7,STORE0001,9,178.09,49.96,1552.85
2023-06-01,PROD0048,51,STORE0004,9,237.52,38.49,2099.19
2023-07-01,PROD0028,175,STORE0002,3,405.34,38.57,1177.45
2023-08-01,PROD0021,32,STORE0003,2,332.12,5.47,658.77
2023-09-01,PROD0006,83,STORE0001,9,243.66,5.3,2187.64
2023-10-01,PROD0040,175,STORE0001,4,475.03,2.24,1897.88
2023-11-01,PROD0020,87,STORE0003,8,24.49,41.53,154.39
2023-12-01,PROD0003,236,STORE0001,1,170.55,26.96,143.59
2024-01-01,PROD0005,59,STORE0006,7,498.52,35.02,3454.62
2024-02-01,PROD0008,205,STORE0007,5,97.64,31.63,456.57
2024-03-01,PROD0012,172,STORE0010,5,424.7,9.97,2113.53
2024-04-01,PROD0015,143,STORE0003,7,446.04,19.27,3103.01
2024-05-01,PROD0050,274,STORE0001,1,72.7,43.69,29.01
2024-06-01,PROD0034,195,STORE0006,1,111.8,2.01,109.79
2024-07-01,PROD0050,234,STORE0004,4,464.59,46.49,1811.87
2024-08-01,PROD0049,41,STORE0001,3,248.1,3.82,740.48
2024-09-01,PROD0050,186,STORE0006,7,65.7,18.41,441.49
2024-10-01,PROD0035,1,STORE0006,8,469.79,38.05,3720.27
2024-11-01,PROD0037,34,STORE0002,6,368.42,12.73,2197.79
2024-12-01,PROD0049,52,STORE0002,1,331.32,12.07,319.25
2023-01-01,PROD0029,268,STORE0006,1,319.99,10.46,309.53
2023-02-01,PROD0025,173,STORE0002,5,76.97,39.55,345.3
2023-03-01,PROD0050,149,STORE0005,4,199.42,22.96,774.72
2023-04-01,PROD0002,193,STORE0009,4,429.73,35.7,1683.22
2023-05-01,PROD0049,207,STORE0009,9,158.32,18.25,1406.63
2023-06-01,PROD0033,15,STORE0010,2,37.14,40.47,33.81
2023-07-01,PROD0021,118,STORE0006,8,185.99,30.73,1457.19
2023-08-01,PROD0038,136,STORE0007,9,182.79,23.49,1621.62
2023-09-01,PROD0025,250,STORE0009,2,62.62,40.08,85.16
2023-10-01,PROD0003,185,STORE0003,9,258.9,29.63,2300.47
